0.21	1.538357620490538
0.2676	1.49899921854205
0.277	1.495262719426021
0.2868	1.491821503466143
0.2969	1.488683281387005
0.3074	1.485791436657431
0.3182	1.483150433346678
0.3294	1.480714441591203
0.341	1.478467652248274
0.353	1.4763951298847031
0.3655	1.474468282034226
0.3783	1.472704679794846
0.3917	1.471052512380173
0.4055	1.469528650020929
0.4197	1.468121821883242
0.4345	1.466804820248576
0.4498	1.465580829975011
0.4657	1.464436031091295
0.4821	1.463371934628211
0.4991	1.462376438594397
0.5167	1.4614449911600569
0.5349	1.4605730794882699
0.5537	1.459756285476468
0.5732	1.458986561393927
0.5934	1.458260788128446
0.6143	1.457575806881748
0.636	1.456925601329353
0.6584	1.456310408017526
0.6816	1.455724698695758
0.7056	1.455166029922115
0.7305	1.454629875453817
0.7562	1.454116165084212
0.7829	1.45361885362473
0.8104	1.453139610263754
0.839	1.4526712743321681
0.8686	1.452213820573103
0.8992	1.451765383474718
0.9308	1.451324078777723
0.9636	1.450885397128128
0.9976	1.450447735731987
1.033	1.450006961510094
1.069	1.449571090150359
1.107	1.449121461653785
1.146	1.448668310738006
1.186	1.448209659006488
1.228	1.4477322458328201
1.271	1.447245577492948
1.316	1.446736352409326
1.362	1.446213851912868
1.41	1.445664578156977
1.46	1.4450861470108949
1.512	1.444475988348819
1.565	1.4438434020914581
1.62	1.443173928538128
1.677	1.442464575925942
1.736	1.44171217336723
1.797	1.440913366909508
1.861	1.44005093855215
